product,console,variant,type,source,market_price,old_price,new_price,diff,profit,status,notes
Hot Wheels Turbo Racing - PS1 Game,Playstation,game only,loose,pc,9.97,14.16,13.99,-0.17,3.31,NO_CHANGE,
Hot Wheels Turbo Racing - PS1 Game,Playstation,complete (cib),cib,pc,17.98,24.99,24.99,0.00,5.99,NO_CHANGE,
Hot Wheels Velocity X - Gamecube Game,Gamecube,game only,loose,pc,13.06,17.72,17.99,0.27,4.11,NO_CHANGE,
Hot Wheels Velocity X - Gamecube Game,Gamecube,complete (cib),cib,pc,20.00,27.99,27.99,0.00,6.88,NO_CHANGE,
Hot Wheels Velocity X - PS2 Game,Playstation 2,game only,loose,pc,10.07,13.99,13.99,0.00,3.21,NO_CHANGE,
Hot Wheels Velocity X - PS2 Game,Playstation 2,complete (cib),cib,pc,10.80,24.99,14.99,-10.00,3.46,APPLIED,
Hoyle Casino - Gameboy Color Game,Gameboy Color,game only,loose,ebay(19),12.87,13.04,17.99,4.95,4.30,APPLIED,
Hoyle Casino - Gameboy Color Game,Gameboy Color,complete (cib),cib,ebay(5),18.39,22.99,24.99,2.00,5.58,APPLIED,
I-Ninja - Gamecube Game,Gamecube,game only,loose,ebay(25),29.43,46.02,39.99,-6.03,9.10,APPLIED,
I-Ninja - Gamecube Game,Gamecube,complete (cib),cib,ebay(9),46.00,81.99,62.99,-19.00,14.86,APPLIED,
I-Ninja - PS2 Game,Playstation 2,game only,loose,pc,12.53,17.31,16.99,-0.32,3.67,NO_CHANGE,
I-Ninja - PS2 Game,Playstation 2,complete (cib),cib,pc,19.44,26.99,26.99,0.00,6.47,NO_CHANGE,
Iggy's Reckin' Balls - Nintendo 64 Game,Nintendo 64,game only,loose,pc,24.65,33.99,33.99,0.00,8.05,NO_CHANGE,
Iggy's Reckin' Balls - Nintendo 64 Game,Nintendo 64,complete (cib),cib,pc,72.15,97.99,97.99,0.00,22.70,NO_CHANGE,
IGPX - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
IHRA Drag Racing Sportsman Edition - PS2 Game,Playstation 2,game only,loose,pc,3.51,9.41,4.99,-4.42,1.04,APPLIED,
IHRA Drag Racing Sportsman Edition - PS2 Game,Playstation 2,complete (cib),cib,pc,7.40,15.99,10.99,-5.00,2.97,APPLIED,
IHRA Professional Drag Racing 2005 - PS2 Game,Playstation 2,game only,loose,ebay(72),5.98,7.11,8.99,1.88,2.45,APPLIED,
IHRA Professional Drag Racing 2005 - PS2 Game,Playstation 2,complete (cib),cib,ebay(11),3.63,11.99,4.99,-7.00,0.92,APPLIED,
Ikari Warriors - NES Game,NES,game only,loose,pc,10.68,14.50,14.99,0.49,3.58,NO_CHANGE,
Ikari Warriors - NES Game,NES,complete (cib),cib,pc,50.31,67.99,67.99,0.00,15.41,NO_CHANGE,
Illusion of Gaia - SNES Game,SNES,game only,loose,ebay(61),27.59,43.25,37.99,-5.26,9.00,APPLIED,
In Your Face - Gameboy Game,Gameboy,game only,loose,ebay(56),8.61,8.70,11.99,3.29,2.73,APPLIED,
In Your Face - Gameboy Game,Gameboy,complete (cib),cib,ebay(4),43.60,14.99,58.99,44.00,13.38,APPLIED,
Indiana Jones and the Last Crusade - Sega Genesis Game,Sega Genesis,game only,loose,ebay(10),38.67,24.87,52.99,28.12,12.48,APPLIED,
Indiana Jones Infernal Machine - Nintendo 64 Game,Nintendo 64,,,,,,,,,NO_MATCH,PC and eBay both failed
Insector X - Sega Genesis Game,Sega Genesis,game only,loose,ebay(33),34.56,38.31,46.99,8.68,10.77,APPLIED,
Insector X - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(14),57.96,67.99,78.99,11.00,18.44,APPLIED,
Inspector Gadget - PS1 Game,Playstation,game only,loose,pc,6.60,8.70,8.99,0.29,1.83,NO_CHANGE,
Inspector Gadget - PS1 Game,Playstation,complete (cib),cib,pc,8.09,10.99,10.99,0.00,2.28,NO_CHANGE,
Instruments of Chaos Starring Young Indiana Jones - Sega Genesis Game,Sega Genesis,game only,loose,ebay(23),13.75,17.86,18.99,1.13,4.39,APPLIED,
International Superstar Soccer Deluxe - SNES Game,SNES,game only,loose,ebay(9),128.75,82.68,173.99,91.31,39.89,APPLIED,
Inuyasha A Feudal Fairy Tale - PS1 Game,Playstation,game only,loose,pc,18.33,27.27,24.99,-2.28,5.64,APPLIED,
Inuyasha A Feudal Fairy Tale - PS1 Game,Playstation,complete (cib),cib,pc,33.39,48.99,45.99,-3.00,10.97,APPLIED,
Invizimals - PSP Game,PSP,game only,loose,pc,6.91,10.18,9.99,-0.19,2.49,NO_CHANGE,
Invizimals - PSP Game,PSP,complete (cib),cib,pc,13.98,18.99,18.99,0.00,4.16,NO_CHANGE,
Iridion 3D - GBA Game,Gameboy Advance,game only,loose,pc,8.58,12.35,11.99,-0.36,2.76,NO_CHANGE,
Iridion 3D - GBA Game,Gameboy Advance,complete (cib),cib,pc,25.91,34.99,34.99,0.00,7.77,NO_CHANGE,
Iron Helix - Sega CD Game,Sega CD,game only,loose,ebay(24),18.40,40.70,24.99,-15.71,5.57,APPLIED,
Iron Man - PS2 Game,Playstation 2,game only,loose,pc,7.40,10.87,10.99,0.12,2.97,NO_CHANGE,
Iron Man - PS2 Game,Playstation 2,complete (cib),cib,pc,9.03,12.99,12.99,0.00,3.28,NO_CHANGE,
Iron Sword Wizards and Warriors II - NES Game,NES,game only,loose,pc,7.23,9.99,9.99,0.00,2.17,NO_CHANGE,
Iron Sword Wizards and Warriors II - NES Game,NES,complete (cib),cib,pc,34.96,47.99,47.99,0.00,11.34,NO_CHANGE,
Izzy's Quest for the Olympic Rings - Sega Genesis Game,Sega Genesis,game only,loose,ebay(23),9.20,11.43,12.99,1.56,3.11,APPLIED,
Jackie Chan's Stunt Master - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
James Pond 2 Codename Robocod - Sega Genesis Game,Sega Genesis,game only,loose,ebay(11),22.99,19.15,31.99,12.84,7.77,APPLIED,
James Pond 3 Operation Starfish - Sega Genesis Game,Sega Genesis,game only,loose,ebay(20),23.25,21.74,31.99,10.25,7.51,APPLIED,
Jeopardy - PS2 Game,Playstation 2,game only,loose,ebay(10),5.14,8.65,6.99,-1.66,1.35,APPLIED,
Jeopardy Platinum Edition - Gameboy Game,Gameboy,,,,,,,,,NO_MATCH,PC and eBay both failed
Jeopardy Sports Edition - Gameboy Game,Gameboy,game only,loose,ebay(9),11.96,16.33,16.99,0.66,4.24,APPLIED,
Jeopardy Teen Tournament - Gameboy Game,Gameboy,,,,,,,,,NO_MATCH,PC and eBay both failed
Jet Grind Radio - GBA Game,Gameboy Advance,,,,,,,,,NO_MATCH,PC and eBay both failed
Jet Grind Radio - Sega Dreamcast Game,Sega Dreamcast,game only,loose,ebay(45),55.19,56.22,74.99,18.77,17.33,APPLIED,
Jet Grind Radio - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,ebay(14),89.70,100.99,121.99,21.00,28.45,APPLIED,
Jet Moto 3 - PS1 Game,Playstation,game only,loose,ebay(61),10.57,12.83,14.99,2.16,3.69,APPLIED,
Jet Moto 3 - PS1 Game,Playstation,complete (cib),cib,ebay(18),18.92,22.99,25.99,3.00,6.02,APPLIED,
Jet X2O - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Jewel Master - Sega Genesis Game,Sega Genesis,game only,loose,ebay(53),25.74,23.29,34.99,11.70,7.94,APPLIED,
Jewel Master - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(14),50.96,40.99,68.99,28.00,15.73,APPLIED,
Jikandia: The Timeless Land - PSP Game,PSP,game only,loose,ebay(11),16.56,14.40,22.99,8.59,5.46,APPLIED,
Jikandia: The Timeless Land - PSP Game,PSP,complete (cib),cib,ebay(9),13.80,24.99,18.99,-6.00,4.34,APPLIED,
Jimmy Neutron Boy Genius - Gamecube Game,Gamecube,game only,loose,pc,10.06,13.99,13.99,0.00,3.22,NO_CHANGE,
Jimmy Neutron Boy Genius - Gamecube Game,Gamecube,complete (cib),cib,pc,14.91,20.99,20.99,0.00,5.17,NO_CHANGE,
Jimmy Neutron Boy Genius - PS2 Game,Playstation 2,game only,loose,pc,8.20,11.95,11.99,0.04,3.14,NO_CHANGE,
Jimmy Neutron Boy Genius - PS2 Game,Playstation 2,complete (cib),cib,pc,17.06,23.99,23.99,0.00,5.93,NO_CHANGE,
Joe and Mac - Sega Genesis Game,Sega Genesis,,,,,,,,,NO_MATCH,PC and eBay both failed
Joe and Mac - SNES Game,SNES,game only,loose,ebay(66),18.40,26.01,24.99,-1.02,5.57,APPLIED,
Joe and Mac 2 Lost in the Tropics - SNES Game,SNES,game only,loose,ebay(9),69.00,108.71,93.99,-14.72,21.96,APPLIED,
Joe Montana Football - Sega Genesis Game,Sega Genesis,game only,loose,pc,8.25,11.99,11.99,0.00,3.09,NO_CHANGE,
Joe Montana Football - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,11.94,16.99,16.99,0.00,4.26,NO_CHANGE,
Joe Montana Football - Sega Master System Game,Sega Master System,game only,loose,pc,10.00,13.78,13.99,0.21,3.28,NO_CHANGE,
Joe Montana Football - Sega Master System Game,Sega Master System,complete (cib),cib,pc,18.00,24.99,24.99,0.00,5.97,NO_CHANGE,
Joe Montana II Sports Talk Football - Sega Genesis Game,Sega Genesis,game only,loose,pc,6.36,8.92,8.99,0.07,2.07,NO_CHANGE,
Joe Montana II Sports Talk Football - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,8.40,11.99,11.99,0.00,2.94,NO_CHANGE,
John Elway's Quarterback - NES Game,NES,game only,loose,ebay(61),4.60,6.51,6.99,0.48,1.89,NO_CHANGE,
John Madden Football '92 - Sega Genesis Game,Sega Genesis,game only,loose,pc,7.11,9.99,9.99,0.00,2.29,NO_CHANGE,
John Madden Football '92 - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,14.95,20.99,20.99,0.00,5.13,NO_CHANGE,
John Madden Football '93 [Championship Edition] - Sega Genesis Game,Sega Genesis,game only,loose,pc,45.70,61.99,61.99,0.00,14.19,NO_CHANGE,
John Madden Football '93 [Championship Edition] - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,169.99,229.99,229.99,0.00,53.03,NO_CHANGE,
Jonny Moseley Mad Trix - PS2 Game,Playstation 2,game only,loose,pc,3.74,5.68,5.99,0.31,1.78,NO_CHANGE,
Jonny Moseley Mad Trix - PS2 Game,Playstation 2,complete (cib),cib,pc,6.94,9.99,9.99,0.00,2.46,NO_CHANGE,
Jordan vs Bird One on One - NES Game,NES,game only,loose,ebay(84),9.13,9.85,12.99,3.14,3.18,APPLIED,
Judge Dredd - SNES Game,SNES,game only,loose,ebay(70),13.60,14.56,18.99,4.43,4.54,APPLIED,
Judge Dredd - SNES Game,SNES,complete (cib),cib,ebay(7),45.99,25.99,62.99,37.00,14.87,APPLIED,
Juiced - PS2 Game,Playstation 2,game only,loose,pc,8.89,12.99,12.99,0.00,3.42,NO_CHANGE,
Juiced - PS2 Game,Playstation 2,complete (cib),cib,pc,11.56,15.99,15.99,0.00,3.67,NO_CHANGE,
Juiced 2 Hot Import Nights - PS2 Game,Playstation 2,game only,loose,pc,8.38,12.43,11.99,-0.44,2.96,NO_CHANGE,
Juiced 2 Hot Import Nights - PS2 Game,Playstation 2,complete (cib),cib,pc,13.44,18.99,18.99,0.00,4.70,NO_CHANGE,
Jumper - PS2 Game,Playstation 2,game only,loose,pc,3.61,4.99,4.99,0.00,0.94,NO_CHANGE,
Jumper - PS2 Game,Playstation 2,complete (cib),cib,pc,8.45,11.99,11.99,0.00,2.89,NO_CHANGE,
JumpStart Dino Adventure Field Trip - Gameboy Color Game,Gameboy Color,game only,loose,ebay(5),7.35,9.47,9.99,0.52,2.05,APPLIED,
Jurassic Park 2 The Chaos Continues - SNES Game,SNES,game only,loose,ebay(46),23.00,34.79,31.99,-2.80,7.76,APPLIED,
Just Dance 2016 - Wii Game,Wii,game only,loose,pc,14.89,19.99,20.99,1.00,5.19,APPLIED,
Just Dance 2016 - Wii Game,Wii,complete (cib),cib,pc,15.07,24.99,20.99,-4.00,5.01,APPLIED,
Just Dance 3 - Wii Game,Wii,game only,loose,pc,9.33,12.99,12.99,0.00,2.98,NO_CHANGE,
Just Dance 3 - Wii Game,Wii,complete (cib),cib,pc,10.52,14.99,14.99,0.00,3.74,NO_CHANGE,
Just Dance 4 - Wii U Game,Wii U,game only,loose,pc,8.99,11.99,12.99,1.00,3.32,APPLIED,
Just Dance 4 - Wii U Game,Wii U,complete (cib),cib,pc,8.99,16.99,12.99,-4.00,3.32,APPLIED,
Just Dance Kids 2 - Wii Game,Wii,game only,loose,pc,5.00,8.94,6.99,-1.95,1.49,APPLIED,
Just Dance Kids 2 - Wii Game,Wii,complete (cib),cib,pc,5.17,15.99,6.99,-9.00,1.32,APPLIED,
Justice League Chronicles - GBA Game,Gameboy Advance,game only,loose,ebay(33),10.55,22.81,14.99,-7.82,3.71,APPLIED,
Justice League Task Force - Sega Genesis Game,Sega Genesis,game only,loose,ebay(48),15.63,19.17,21.99,2.82,5.42,APPLIED,
Justice League Task Force - SNES Game,SNES,game only,loose,ebay(60),19.32,24.74,26.99,2.25,6.59,APPLIED,
Justice League Task Force - SNES Game,SNES,complete (cib),cib,ebay(5),110.39,43.99,149.99,106.00,34.95,APPLIED,
Kao the Kangaroo Round 2 - PS2 Game,Playstation 2,game only,loose,pc,14.39,20.10,19.99,-0.11,4.72,NO_CHANGE,
Kao the Kangaroo Round 2 - PS2 Game,Playstation 2,complete (cib),cib,pc,15.67,21.99,21.99,0.00,5.38,NO_CHANGE,
Kartia Word of Fate - PS1 Game,Playstation,game only,loose,ebay(7),36.55,77.73,49.99,-27.74,11.69,APPLIED,
Kelly Slater's Pro Surfer - GBA Game,Gameboy Advance,game only,loose,pc,5.20,7.86,7.99,0.13,2.26,NO_CHANGE,
Kelly Slater's Pro Surfer - GBA Game,Gameboy Advance,complete (cib),cib,pc,7.99,10.99,10.99,0.00,2.38,NO_CHANGE,
Kelly Slater's Pro Surfer - PS2 Game,Playstation 2,game only,loose,pc,8.04,10.62,10.99,0.37,2.33,NO_CHANGE,
Kelly Slater's Pro Surfer - PS2 Game,Playstation 2,complete (cib),cib,pc,9.99,13.99,13.99,0.00,3.29,NO_CHANGE,
Ken Griffey Jr Major League Baseball - SNES Game,SNES,game only,loose,ebay(71),15.63,13.69,21.99,8.30,5.42,APPLIED,
Kendo Rage - SNES Game,SNES,game only,loose,ebay(17),52.50,91.77,70.99,-20.78,16.13,APPLIED,
Kendo Rage - SNES Game,SNES,complete (cib),cib,ebay(6),202.35,164.99,273.99,109.00,63.39,APPLIED,
Kenka Bancho: Badass Rumble - PSP Game,PSP,game only,loose,pc,50.68,91.44,68.99,-22.45,16.01,APPLIED,
Kenka Bancho: Badass Rumble - PSP Game,PSP,complete (cib),cib,pc,89.99,163.99,121.99,-42.00,28.16,APPLIED,
Kerplunk / Toss Across / Tip It - GBA Game,Gameboy Advance,game only,loose,ebay(24),6.77,7.77,9.99,2.22,2.63,APPLIED,
Kessen - PS2 Game,Playstation 2,game only,loose,pc,6.01,8.99,8.99,0.00,2.42,NO_CHANGE,
Kessen - PS2 Game,Playstation 2,complete (cib),cib,pc,8.82,11.99,11.99,0.00,2.52,NO_CHANGE,
Kid's Cards - GBA Game,Gameboy Advance,game only,loose,ebay(41),7.34,4.12,9.99,5.87,2.06,APPLIED,
Killer Instinct - SNES Game,SNES,game only,loose,ebay(94),16.55,21.03,22.99,1.96,5.47,APPLIED,
Kim Possible 3 - GBA Game,Gameboy Advance,game only,loose,ebay(74),8.27,10.16,11.99,1.83,3.07,APPLIED,
Kinetica - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
King of Dragons - SNES Game,SNES,game only,loose,ebay(38),119.60,135.88,161.99,26.11,37.39,APPLIED,
King of Dragons - SNES Game,SNES,complete (cib),cib,ebay(4),597.99,243.99,807.99,564.00,186.27,APPLIED,
King of Fighters Neowave - Xbox Game,Xbox,game only,loose,pc,28.97,75.99,39.99,-36.00,9.56,APPLIED,
King of Fighters Neowave - Xbox Game,Xbox,complete (cib),cib,pc,35.99,135.99,48.99,-87.00,11.28,APPLIED,
King of the Monsters - Sega Genesis Game,Sega Genesis,game only,loose,pc,21.00,28.99,28.99,0.00,6.85,NO_CHANGE,
King of the Monsters - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,37.98,51.99,51.99,0.00,12.20,NO_CHANGE,
King of the Monsters 2 - Sega Genesis Game,Sega Genesis,game only,loose,pc,17.26,23.75,23.99,0.24,5.73,NO_CHANGE,
King of the Monsters 2 - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,32.79,41.99,44.99,3.00,10.60,APPLIED,
King's Field Ancient City - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
King's Knight - NES Game,NES,game only,loose,ebay(73),12.88,17.21,17.99,0.78,4.29,APPLIED,
King's Knight - NES Game,NES,complete (cib),cib,ebay(4),85.09,29.99,114.99,85.00,26.27,APPLIED,
King's Quest - Sega Master System Game,Sega Master System,game only,loose,ebay(7),113.15,86.99,152.99,66.00,35.10,APPLIED,
King's Quest - Sega Master System Game,Sega Master System,complete (cib),cib,ebay(4),117.32,155.99,158.99,3.00,36.76,APPLIED,
Kingdom Hearts 2 - PS2 Game,Playstation 2,game only,loose,pc,9.65,13.99,13.99,0.00,3.63,NO_CHANGE,
Kingdom Hearts 2 - PS2 Game,Playstation 2,complete (cib),cib,pc,11.26,15.99,15.99,0.00,3.97,NO_CHANGE,
Kingdom of Paradise - PSP Game,PSP,game only,loose,ebay(48),10.38,6.13,14.99,8.86,3.88,APPLIED,
Kingdom of Paradise - PSP Game,PSP,complete (cib),cib,ebay(14),12.40,10.99,16.99,6.00,3.80,APPLIED,
Kingdom Under Fire Heroes - Xbox Game,Xbox,game only,loose,pc,7.19,9.71,9.99,0.28,2.21,NO_CHANGE,
Kingdom Under Fire Heroes - Xbox Game,Xbox,complete (cib),cib,pc,8.00,10.99,10.99,0.00,2.37,NO_CHANGE,
Kirby and the Rainbow Curse - Wii U Game,Wii U,game only,loose,pc,22.51,57.68,30.99,-26.69,7.28,APPLIED,
Kirby and the Rainbow Curse - Wii U Game,Wii U,complete (cib),cib,pc,24.72,102.99,33.99,-69.00,7.98,APPLIED,
Kirby Super Star - SNES Game,SNES,game only,loose,ebay(63),23.00,78.82,31.99,-46.83,7.76,APPLIED,
Kirby Tilt and Tumble - Gameboy Color Game,Gameboy Color,game only,loose,ebay(8),67.62,87.00,91.99,4.99,21.40,APPLIED,
Kirby's Avalanche - SNES Game,SNES,game only,loose,ebay(72),18.39,28.70,24.99,-3.71,5.58,APPLIED,
Kirby's Dream Course - SNES Game,SNES,game only,loose,ebay(51),27.55,43.50,37.99,-5.51,9.04,APPLIED,
Kirby's Return to Dream Land - Wii Game,Wii,game only,loose,ebay(57),26.99,58.31,36.99,-21.32,8.63,APPLIED,
Kirby's Return to Dream Land - Wii Game,Wii,complete (cib),cib,ebay(12),32.65,103.99,44.99,-59.00,10.74,APPLIED,
Kiwi Kraze - NES Game,NES,game only,loose,ebay(45),44.85,75.40,60.99,-14.41,14.07,APPLIED,
Kiwi Kraze - NES Game,NES,complete (cib),cib,ebay(10),168.19,134.99,227.99,93.00,52.89,APPLIED,
Klax - Gameboy Color Game,Gameboy Color,game only,loose,ebay(12),7.65,10.28,10.99,0.71,2.72,APPLIED,
Knights of the Round - SNES Game,SNES,game only,loose,ebay(41),184.00,134.13,248.99,114.86,57.47,APPLIED,
Konami Arcade Classics - PS1 Game,Playstation,game only,loose,ebay(5),10.57,67.01,14.99,-52.02,3.69,APPLIED,
Konami Collector's Series Arcade Advanced - GBA Game,Gameboy Advance,game only,loose,pc,7.39,9.98,9.99,0.01,2.01,NO_CHANGE,
Konami Collector's Series Arcade Advanced - GBA Game,Gameboy Advance,complete (cib),cib,pc,14.96,16.99,20.99,4.00,5.12,APPLIED,
Konami Kids Playground: Alphabet Circus - PS2 Game,Playstation 2,game only,loose,pc,6.45,8.99,8.99,0.00,1.98,NO_CHANGE,
Konami Kids Playground: Alphabet Circus - PS2 Game,Playstation 2,complete (cib),cib,pc,10.00,13.99,13.99,0.00,3.28,NO_CHANGE,
Konami Kids Playground: Toy Pals Fun with Numbers - PS2 Game,Playstation 2,game only,loose,pc,5.10,11.88,6.99,-4.89,1.39,APPLIED,
Konami Kids Playground: Toy Pals Fun with Numbers - PS2 Game,Playstation 2,complete (cib),cib,pc,5.74,20.99,7.99,-13.00,1.72,APPLIED,
Kong King of Atlantis - GBA Game,Gameboy Advance,game only,loose,pc,8.93,12.95,12.99,0.04,3.38,NO_CHANGE,
Kong King of Atlantis - GBA Game,Gameboy Advance,complete (cib),cib,pc,27.35,36.99,36.99,0.00,8.27,NO_CHANGE,
Kris Kross: Make My Video - Sega CD Game,Sega CD,game only,loose,pc,10.29,13.99,13.99,0.00,2.99,NO_CHANGE,
Kris Kross: Make My Video - Sega CD Game,Sega CD,complete (cib),cib,pc,25.29,34.99,34.99,0.00,8.39,NO_CHANGE,
Krusty's Super Fun House - SNES Game,SNES,game only,loose,ebay(64),18.39,19.59,24.99,5.40,5.58,APPLIED,
Krusty's Super Fun House - SNES Game,SNES,complete (cib),cib,ebay(7),91.99,34.99,124.99,90.00,29.08,APPLIED,
Kung Fu - NES Game,NES,game only,loose,pc,11.79,15.99,15.99,0.00,3.44,NO_CHANGE,
Kung Fu - NES Game,NES,complete (cib),cib,pc,71.19,96.99,96.99,0.00,22.69,NO_CHANGE,
Kung Fu Heroes - NES Game,NES,game only,loose,ebay(80),9.19,12.83,12.99,0.16,3.12,NO_CHANGE,
Kurt Warner's Arena Football Unleashed - PS1 Game,Playstation,game only,loose,ebay(4),24.36,11.99,32.99,21.00,7.37,APPLIED,
Lagoon - SNES Game,SNES,game only,loose,ebay(68),18.31,25.16,24.99,-0.17,5.66,NO_CHANGE,
Lagoon - SNES Game,SNES,complete (cib),cib,ebay(4),29.44,44.99,39.99,-5.00,9.09,APPLIED,
Landstalker Treasures of King Nole - Sega Genesis Game,Sega Genesis,,,,,,,,,NO_MATCH,PC and eBay both failed
Laser Invasion - NES Game,NES,game only,loose,ebay(32),23.00,23.94,31.99,8.05,7.76,APPLIED,
Last Battle - Sega Genesis Game,Sega Genesis,game only,loose,ebay(47),13.79,15.65,18.99,3.34,4.35,APPLIED,
Last Battle - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(12),27.11,27.99,36.99,9.00,8.51,APPLIED,
Lawnmower Man - Sega Genesis Game,Sega Genesis,game only,loose,ebay(19),27.60,30.15,37.99,7.84,8.99,APPLIED,
Legacy of the Wizard - NES Game,NES,game only,loose,pc,9.91,13.05,13.99,0.94,3.37,APPLIED,
Legacy of the Wizard - NES Game,NES,complete (cib),cib,pc,28.47,22.99,38.99,16.00,9.09,APPLIED,
Legend of Alon D'Ar - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Legend of Heroes A Tear of Vermillion - PSP Game,PSP,game only,loose,pc,16.94,22.99,22.99,0.00,5.08,NO_CHANGE,
Legend of Heroes A Tear of Vermillion - PSP Game,PSP,complete (cib),cib,pc,28.11,37.99,37.99,0.00,8.48,NO_CHANGE,
Legend of Heroes II Prophecy of the Moonlight Witch - PSP Game,PSP,game only,loose,pc,27.40,36.99,36.99,0.00,8.22,NO_CHANGE,
Legend of Heroes II Prophecy of the Moonlight Witch - PSP Game,PSP,complete (cib),cib,pc,51.99,70.99,70.99,0.00,16.64,NO_CHANGE,
Legend of the Mystical Ninja - SNES Game,SNES,game only,loose,ebay(50),63.94,81.20,86.99,5.79,20.23,APPLIED,
Legendary Wings - NES Game,NES,game only,loose,ebay(76),14.72,17.11,19.99,2.88,4.39,APPLIED,
LEGO Island 2 - Gameboy Color Game,Gameboy Color,game only,loose,pc,7.49,11.37,10.99,-0.38,2.88,NO_CHANGE,
LEGO Island 2 - Gameboy Color Game,Gameboy Color,complete (cib),cib,pc,28.18,38.99,38.99,0.00,9.38,NO_CHANGE,
LEGO Island 2 - PS1 Game,Playstation,game only,loose,pc,15.33,20.99,20.99,0.00,4.75,NO_CHANGE,
LEGO Island 2 - PS1 Game,Playstation,complete (cib),cib,pc,26.96,36.99,36.99,0.00,8.66,NO_CHANGE,
LEGO Racers - Nintendo 64 Game,Nintendo 64,game only,loose,pc,14.50,19.99,19.99,0.00,4.61,NO_CHANGE,
LEGO Racers - Nintendo 64 Game,Nintendo 64,complete (cib),cib,pc,49.93,67.99,67.99,0.00,15.79,NO_CHANGE,
LEGO Racers 2 - GBA Game,Gameboy Advance,game only,loose,pc,9.65,13.60,13.99,0.39,3.63,NO_CHANGE,
LEGO Racers 2 - GBA Game,Gameboy Advance,complete (cib),cib,pc,27.64,37.99,37.99,0.00,8.95,NO_CHANGE,
LEGO Star Wars Complete Saga - Wii Game,Wii,game only,loose,pc,5.69,7.99,7.99,0.00,1.77,NO_CHANGE,
LEGO Star Wars Complete Saga - Wii Game,Wii,complete (cib),cib,pc,8.06,10.99,10.99,0.00,2.31,NO_CHANGE,
LEGO Star Wars II Original Trilogy - PS2 Game,Playstation 2,game only,loose,pc,7.57,10.99,10.99,0.00,2.80,NO_CHANGE,
LEGO Star Wars II Original Trilogy - PS2 Game,Playstation 2,complete (cib),cib,pc,8.99,12.99,12.99,0.00,3.32,NO_CHANGE,
LEGO Star Wars II Original Trilogy - PSP Game,PSP,game only,loose,pc,10.40,14.99,14.99,0.00,3.86,NO_CHANGE,
LEGO Star Wars II Original Trilogy - PSP Game,PSP,complete (cib),cib,pc,14.50,19.99,19.99,0.00,4.61,NO_CHANGE,
LEGO Star Wars The Force Awakens - Wii U Game,Wii U,game only,loose,pc,5.66,7.91,7.99,0.08,1.80,NO_CHANGE,
LEGO Star Wars The Force Awakens - Wii U Game,Wii U,complete (cib),cib,pc,5.69,11.99,7.99,-4.00,1.77,APPLIED,
Lemmings - SNES Game,SNES,game only,loose,ebay(49),27.31,20.52,36.99,16.47,8.31,APPLIED,
Lemmings - SNES Game,SNES,complete (cib),cib,ebay(6),79.58,35.99,107.99,72.00,24.98,APPLIED,
Lemmings 2 The Tribes - Sega Genesis Game,Sega Genesis,game only,loose,ebay(21),18.40,27.13,24.99,-2.14,5.57,APPLIED,
Let's Paint - Wii Game,Wii,game only,loose,ebay(33),6.62,7.09,8.99,1.90,1.81,APPLIED,
Let's Paint - Wii Game,Wii,complete (cib),cib,ebay(10),5.14,11.99,6.99,-5.00,1.35,APPLIED,
